Mixture,Type,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD8 T cell,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Monocyte,Natural killer cell,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 2 T helper cell
TCGA.35.5375.01A.01R.1628.07,Wild,0.842128845,0.983704674,0.973146392,1.090145777,0.934192635,0.863131796,0.913116897,0.830829644,1.0098714,0.768127346,0.798249372,1.044287637,0.945534734,0.938374172,0.933592567,0.981196546,0.861736774,0.850219159,0.861958698
TCGA.55.A4DF.01A.11R.A24H.07,Wild,0.82223803,0.986947753,1.045150764,1.119136932,0.929972635,0.926076043,0.920110442,0.884021494,1.02968329,0.788902388,0.713247813,1.099908366,0.950780947,0.982503672,0.952044166,0.995951756,0.805676523,0.845351259,0.879235994
TCGA.MP.A4T4.01A.11R.A262.07,Wild,0.807901319,0.978387834,1.04092147,1.137676123,1.02729569,1.009619097,0.933986043,0.903677836,1.000979723,0.814448502,0.812023918,1.13779659,0.992634474,0.979827407,0.97273811,1.06693425,0.888135165,0.889428272,0.85307955
TCGA.62.A471.01A.12R.A24H.07,Wild,0.764313432,0.949780172,1.006834177,1.090147264,0.926547157,0.87196695,0.871114415,0.672669699,0.950766461,0.677073769,0.691944057,0.954462427,0.937251895,0.871774746,0.940037069,0.821324982,0.720451235,0.80361734,0.887045769
TCGA.L9.A5IP.01A.21R.A39D.07,Wild,0.830085153,0.938479138,1.011468913,1.121551667,0.958489497,0.929865282,0.916918192,0.718855212,0.946759442,0.747275568,0.727450006,1.00416086,0.931744171,0.927642275,0.954632652,0.927592559,0.799946809,0.844853574,0.864528956
TCGA.49.AARR.01A.11R.A41B.07,Wild,0.825963125,0.959295215,0.987368314,1.110519308,0.964371776,0.925983728,0.944339807,0.862076368,1.0349361,0.848766884,0.877935246,1.080306079,0.976604959,0.995120368,1.002159677,0.985666109,0.831782354,0.854264697,0.852417254
TCGA.78.8662.01A.11R.2403.07,Wild,0.778630436,0.922309497,0.989765805,1.088628963,0.930366228,0.838244657,0.900710442,0.648071865,0.945244902,0.655660452,0.734214658,0.91166435,0.955481062,0.910947666,0.910140214,0.812642731,0.748670836,0.788205987,0.850921549
TCGA.05.4430.01A.02R.1206.07,Wild,0.869707706,0.969277706,1.025380409,1.135037051,1.043941258,0.924719673,0.981969534,0.819188859,1.037285534,0.887353149,0.920363512,1.109735524,1.016308445,0.993293222,0.982143587,1.06527477,0.899979652,0.882742431,0.879742229
TCGA.44.7659.01A.11R.2066.07,Wild,0.821617691,0.939993961,0.991763673,1.095949132,0.912309895,0.847753208,0.913446571,0.827942192,1.01831867,0.767742618,0.778204319,1.047592427,0.94713118,0.944707621,0.94231637,0.906564815,0.811133704,0.799840834,0.792924025
TCGA.L9.A50W.01A.12R.A39D.07,Wild,0.829843821,0.944218764,1.021009745,1.113801297,0.946337089,0.868043442,0.890622252,0.747651559,0.971758204,0.722372867,0.864045217,1.031151401,0.983327624,0.93850463,0.959651183,0.88152479,0.830954194,0.825184592,0.847541773
TCGA.75.7025.01A.12R.1949.07,Wild,0.829104573,0.967232895,0.9773046,1.129523372,0.964872818,0.930537797,0.910625624,0.847707198,1.011568898,0.819935344,0.83178416,1.07812868,1.009959217,0.965762092,0.973003761,0.991275282,0.847060523,0.848939538,0.819976957
TCGA.05.4424.01A.22R.1858.07,Wild,0.854106859,0.959583084,1.032386786,1.116882342,1.029405313,0.92747164,0.953736634,0.811210772,1.056202432,0.860681975,0.900074543,1.09282284,1.012008272,0.983857388,0.986333966,1.044758005,0.873826545,0.869109246,0.889330466
TCGA.38.4627.01A.01R.1206.07,Wild,0.863258686,0.983613455,0.982686603,1.148354996,1.054644212,0.93463899,1.017775733,0.800367019,1.050583075,0.902000201,0.931474288,1.130876264,1.018663026,1.007840281,1.018802641,1.077910735,0.910787366,0.913176118,0.894120327
TCGA.86.8073.01A.11R.2241.07,Wild,0.783110026,0.908854218,0.984351254,1.134006114,0.999445684,0.889201314,0.924533549,0.744618432,1.023864756,0.798487488,0.827061131,1.035578866,0.976835842,0.937984264,0.956654105,0.984817617,0.812750828,0.833983579,0.847429348
TCGA.69.7765.01A.11R.2170.07,Wild,0.838875079,0.961993459,1.039541344,1.139158821,1.057825472,0.905902842,0.93899546,0.876895331,1.010474077,0.826064608,0.856297798,1.078044846,0.9747131,0.970542621,0.969271525,1.01071044,0.863807058,0.875111126,0.903822342
TCGA.44.5645.01B.04R.A277.07,Wild,0.694027397,0.703831386,0.731125273,1.013848661,0.767392544,0.787678126,0.713333882,0.714968874,0.817512005,0.486963618,0.611194981,0.88646784,0.727166722,0.840072548,0.794909108,0.844227612,0.629020781,0.640028836,0.73692271
TCGA.55.6984.01A.11R.1949.07,Wild,0.813414799,0.933907443,1.02745075,1.115345662,0.984950858,0.881866106,0.901441897,0.841832489,0.958161335,0.771763145,0.754244028,1.019101451,0.972009118,0.947735086,0.961662965,0.904638377,0.79776821,0.84164707,0.906810906
TCGA.69.7764.01A.11R.2170.07,Wild,0.722332936,0.898253974,0.968617988,1.119254128,0.912702723,0.855437847,0.872631039,0.81492546,0.924675457,0.690625069,0.737912896,0.981940688,0.913217045,0.922535856,0.905944343,0.862860398,0.799732099,0.821597438,0.91878124
TCGA.86.A4P7.01A.11R.A24X.07,Wild,0.830300493,0.949273575,0.987970298,1.12963342,0.995035659,0.96319405,0.943601359,0.898852868,0.989859701,0.841296667,0.908235875,1.109525206,0.989070664,0.975991926,0.970752982,1.001220447,0.891477096,0.875358098,0.879809496
TCGA.55.8620.01A.11R.2403.07,Wild,0.796881884,0.905340402,1.029968132,1.097198789,0.963003916,0.832284544,0.893927419,0.799417888,0.912010157,0.716648484,0.663541033,1.008316038,0.965523392,0.968095652,0.928534807,0.945668877,0.774742118,0.774392695,0.807135637
TCGA.97.8177.01A.11R.2287.07,Wild,0.879814563,0.980275332,1.031924151,1.13787865,1.047168598,0.916415862,0.968501559,0.882930471,1.046646526,0.899419419,0.943580489,1.139446927,1.008904306,0.985617776,0.986702664,1.054552294,0.874728576,0.88109207,0.865259073
TCGA.50.6595.01A.12R.1858.07,Wild,0.860185422,0.9733783,0.99582604,1.139166367,1.046844222,0.909372735,0.988390994,0.808559471,0.991016818,0.829038242,0.806901113,1.086443361,0.988248037,0.994520596,0.952146977,1.077037798,0.871359281,0.896182007,0.912842554
TCGA.78.7633.01A.11R.2066.07,Wild,0.782968224,0.896312924,0.988471957,1.076809029,0.96082776,0.844623214,0.945811153,0.648999128,0.971913192,0.757357024,0.829767654,0.969112224,0.966572164,0.904483674,0.943209463,0.873128705,0.811267894,0.816822662,0.874177811
TCGA.97.A4LX.01A.11R.A24X.07,Wild,0.869978185,0.97440843,1.038325037,1.133865801,1.02995767,1.032316592,0.966113925,0.975540048,0.990145897,0.872075539,0.844109515,1.15515303,1.002579105,0.991551853,0.957717319,1.094756291,0.904706427,0.917820338,0.853313347
TCGA.53.7624.01A.11R.2066.07,Wild,0.782164679,0.937354693,0.966114025,1.108439548,0.937238974,0.900749559,0.919086252,0.719192893,0.958816881,0.721139386,0.622134272,0.987222692,0.921341326,0.918805673,0.925248592,0.912935585,0.790404375,0.802333313,0.877375979
TCGA.49.AARN.01A.21R.A41B.07,Wild,0.813233552,0.96656791,1.051124996,1.115984529,0.970978437,0.889213933,0.879844266,0.845648948,0.973214106,0.764482344,0.73082307,1.044075718,0.979144192,0.964403749,0.938213558,0.902235707,0.815926536,0.844877321,0.893016095
TCGA.62.A46R.01A.11R.A24H.07,Wild,0.845059523,0.949304462,1.02836894,1.139736355,1.006264342,0.924744982,0.937236322,0.8496843,1.027067583,0.802886502,0.818175592,1.092821332,0.988820369,0.944439087,0.965465753,0.961413839,0.829498358,0.826924574,0.87112677
TCGA.50.8457.01A.11R.2326.07,Wild,0.827658715,0.971478957,1.001701171,1.124099942,0.974556748,0.973303177,0.924361612,0.947311978,1.00406396,0.845468599,0.881256369,1.108234156,1.006907715,0.977883579,0.969499429,1.027198237,0.88583863,0.886833007,0.844997245
TCGA.91.8496.01A.11R.2403.07,Wild,0.919562515,0.964006211,0.992938342,1.13356901,1.001740021,0.92825952,0.990248221,0.808135451,1.038170861,0.891648303,0.944855248,1.125188732,1.033465855,0.972619595,0.997844073,1.007944245,0.912703819,0.885323619,0.849280318
TCGA.75.5122.01A.01R.1755.07,Wild,0.926910511,1.005436615,1.012537586,1.163522697,1.025580768,1.069613956,1.016413106,0.931457493,1.028017278,0.93877385,0.929083609,1.205950291,1.043028327,0.996870322,1.013092274,1.134728436,0.935027658,0.947488377,0.92803253
TCGA.NJ.A4YQ.01A.11R.A262.07,Wild,0.807128581,0.92881894,1.053177103,1.136657435,1.004895825,0.973700483,0.923063059,0.985959323,0.956497085,0.808148606,0.793201557,1.143902215,0.993912702,0.935969906,0.942062927,1.037231626,0.847226532,0.895065568,0.835609897
TCGA.91.6831.01A.11R.1858.07,Wild,0.794900978,0.946078889,1.066385196,1.118112282,0.976886696,0.884215036,0.937386006,0.771201908,0.986799143,0.798467636,0.765058006,1.082008023,0.961661784,0.973708063,0.954070682,1.029994655,0.790395763,0.827758694,0.900236044
TCGA.91.A4BD.01A.11R.A24H.07,Wild,0.875664001,0.944159132,1.007887318,1.100072313,0.950834897,0.913072594,0.950791065,0.796453692,1.041660101,0.890267949,0.916351209,1.121815217,1.011611664,0.926719104,0.973755035,0.956470517,0.838947972,0.829429022,0.814536066
TCGA.69.8255.01A.11R.2287.07,Wild,0.777544038,0.904216742,1.032675104,1.101842498,0.98403892,0.958396773,0.92420545,0.856571815,0.929279832,0.769769531,0.712921044,1.0864764,1.052580515,0.931097403,0.919627504,0.941777335,0.795177087,0.822601375,0.879946428
TCGA.69.8253.01A.11R.2287.07,Wild,0.835540444,0.933457384,1.010342806,1.107870933,0.975332258,0.892200237,0.934079118,0.820606086,0.989328721,0.788071866,0.852870831,1.015228485,0.969059585,0.895179335,0.937997422,0.933900758,0.807416152,0.834060101,0.836368982
TCGA.86.A4D0.01A.11R.A24H.07,Wild,0.755547126,0.919867101,1.039659875,1.064139831,0.95257156,0.818832816,0.893199323,0.656864844,0.923337065,0.668651809,0.669044617,0.962024458,0.962251542,0.940939669,0.953063869,0.875126248,0.768160225,0.785731256,0.88253915
TCGA.78.8640.01A.11R.2403.07,Wild,0.78619693,0.936211235,1.025620908,1.090144219,0.979312452,0.89184812,0.934734888,0.830710499,0.986809336,0.74750452,0.753023637,1.041288751,0.980233424,0.925432365,0.932247673,0.945460464,0.766005115,0.820831611,0.838433832
TCGA.97.8174.01A.11R.2287.07,Wild,0.786566383,0.918990413,0.988844989,1.10931294,0.971601082,0.933652273,0.939395637,0.817272747,0.966584157,0.822604497,0.871176345,1.074160442,0.980271767,0.951430177,0.95126545,0.979906847,0.850916643,0.855594896,0.863055733
TCGA.55.6987.01A.11R.1949.07,Wild,0.872659608,0.967578593,0.987030467,1.139560813,1.017400077,1.001738921,0.96646369,0.990700752,1.014551275,0.90557596,0.847952773,1.160010218,0.994639505,0.993096876,0.992507612,1.075477589,0.886169608,0.926081226,0.952571491
TCGA.49.6744.01A.11R.1858.07,Wild,0.86298441,0.997528074,1.052508469,1.151799874,1.039923685,0.958174532,0.978652987,0.896784128,1.013238315,0.899817562,0.936149638,1.140377569,1.005659795,1.004039444,0.980175605,1.071287741,0.880590216,0.907415319,0.906531799
TCGA.55.8096.01A.11R.2241.07,Wild,0.821132575,0.98062857,1.022257977,1.132733752,1.036439928,0.963210533,0.963284808,0.831910942,0.987751512,0.830099279,0.791397967,1.125071309,1.00179389,0.955141252,0.954892559,1.05920202,0.852781251,0.85651723,0.836462184
TCGA.J2.8192.01A.11R.2241.07,Wild,0.853366577,0.958550592,0.998350564,1.150075674,1.052366693,0.951703912,0.965425042,0.832902477,1.026678432,0.848201657,0.860429795,1.117347762,0.993827689,0.98940131,0.983460533,1.078671821,0.850337559,0.893179677,0.881137095
TCGA.44.2662.01B.02R.A277.07,Wild,0.717551173,0.734365982,0.771825462,1.014475879,0.945904175,0.815891281,0.787989545,0.623123012,0.918538937,0.625809892,0.614911501,0.976466875,0.761179842,0.8076946,0.839767534,0.983525378,0.663925525,0.650662656,0.80416218
TCGA.49.AAR9.01A.21R.A41B.07,Wild,0.737800464,0.926695223,1.044810877,1.080873843,0.95509762,0.850783625,0.854611703,0.621695761,0.934540823,0.661765062,0.682199637,0.911120553,0.945393829,0.954940251,0.940024481,0.827260818,0.744832617,0.807671355,0.833246956
TCGA.86.A4P8.01A.11R.A24X.07,Wild,0.85809603,0.953184702,0.974136921,1.142753664,1.001869158,1.035501982,0.967289842,0.871215675,1.022561741,0.867638881,0.902229998,1.16229504,1.015552605,1.004284223,0.986122145,1.009517895,0.885452253,0.884849081,0.857625234
TCGA.44.5645.01A.01R.A278.07,Wild,0.789181083,0.862195001,0.919227706,1.125843482,0.907933615,0.907365415,0.875762995,0.853283164,0.945574678,0.709686572,0.772065492,1.062657014,0.928989774,0.955420513,0.888417446,0.991756731,0.796912811,0.83652719,0.859912555
TCGA.78.7158.01A.11R.2039.07,Wild,0.782759675,0.93228777,0.974116822,1.112675723,0.949502847,0.830119654,0.903456814,0.668326038,0.959967776,0.694746483,0.73439889,0.998362957,0.916249968,0.921938437,0.950455859,0.875747932,0.793288926,0.774729336,0.811191024
TCGA.80.5611.01A.01R.1628.07,Wild,0.83145192,0.958645498,1.021732687,1.110870587,0.991529319,0.929256106,0.975597347,0.81001215,1.013833891,0.826461974,0.822910234,1.127672787,0.996845656,0.96118597,0.982083525,1.03496796,0.818305992,0.855319462,0.862319944
TCGA.44.4112.01A.01R.1107.07,Wild,0.857540858,0.962023531,1.028186299,1.115611868,1.042127301,0.922440473,0.973085764,0.814349532,0.97750626,0.857964422,0.878299264,1.049426755,0.987680065,0.961694501,0.954934713,1.010721884,0.841565114,0.861036237,0.860999602
TCGA.71.6725.01A.11R.1858.07,Wild,0.820779909,0.906393508,0.986334485,1.118006191,0.952225829,0.824581562,0.891203914,0.701716884,0.937710903,0.720526932,0.732969824,0.975831867,0.999294858,0.918612219,0.932713608,0.877495607,0.795245524,0.750099005,0.799806417
TCGA.44.2656.01A.02R.A278.07,Wild,0.842497598,0.894915833,0.975998281,1.118529242,0.971802246,0.944264954,0.916651006,0.9154709,1.008479299,0.775687512,0.832813657,1.080849219,0.94197806,0.961338275,0.888966561,1.014587533,0.784397848,0.814837684,0.899672811
TCGA.05.5715.01A.01R.1628.07,Wild,0.858187752,0.980482241,1.00837737,1.115694176,1.058448482,0.889384433,0.966339263,0.798465431,1.055850685,0.836112223,0.902244942,1.070997854,1.024378491,0.958487494,0.957504437,1.008419288,0.87230922,0.873914707,0.86283374
TCGA.64.5815.01A.01R.1628.07,Wild,0.882752807,0.983770807,1.051299986,1.145979775,1.081724374,0.957897158,0.98711664,0.839175071,0.994145951,0.882989977,0.889095754,1.127444532,0.992588726,0.996854663,0.983566329,1.088871206,0.887150158,0.908316904,0.909652731
TCGA.55.7816.01A.11R.2170.07,Wild,0.796967412,0.959124527,0.939029259,1.128757785,0.980633886,0.963844658,0.991801741,0.833934369,1.092969446,0.896712868,0.85209146,1.13567804,1.023097447,1.023378982,0.986281602,1.02196199,0.924591069,0.896777196,0.844414463
TCGA.95.7948.01A.11R.2187.07,Wild,0.801765281,0.929940562,0.951292633,1.102140014,0.965639131,0.839068595,0.89143383,0.73050841,0.925592694,0.710697349,0.743465207,0.980203378,0.961655772,0.918844397,0.903964057,0.820656714,0.778829884,0.797971261,0.751799925
TCGA.99.8033.01A.11R.2241.07,Wild,0.832640776,0.922277657,1.02770196,1.133358551,0.969773523,0.954661011,0.889653876,0.747598973,0.949174127,0.736325997,0.718652753,1.064649427,0.952089649,0.95209442,0.92379918,0.951504105,0.812662653,0.855681809,0.896094463
TCGA.78.7143.01A.11R.2039.07,Wild,0.836055306,0.959595627,1.03616238,1.111834701,0.989938447,0.943680648,0.939622352,0.79294104,0.988416223,0.754997807,0.79758017,1.054897012,1.00227153,0.937906213,0.939888562,0.979031449,0.84638151,0.836836738,0.904712164
TCGA.73.4668.01A.01R.1206.07,Wild,0.824262064,0.961056826,1.051232357,1.12784506,0.987844248,0.883551157,0.940059101,0.748735452,1.003741247,0.73896984,0.840885612,1.025076559,0.978801672,0.944820159,0.939226245,0.968624837,0.813587565,0.826481186,0.856091775
TCGA.44.5644.01A.21R.2039.07,Wild,0.735898513,0.873813918,1.051254442,1.055114906,0.905143279,0.773879412,0.869306164,0.580910079,0.908920361,0.604833877,0.617264885,0.922862666,0.921411667,0.897203556,0.920129051,0.824151124,0.752609258,0.727918889,0.812269302
TCGA.38.4625.01A.01R.1206.07,Wild,0.810346326,0.935829043,1.001456218,1.125389799,0.986614932,0.90915737,0.955748168,0.875736838,0.961653905,0.86735424,0.833082893,1.077156572,1.020297153,0.937223617,0.988033904,1.032884406,0.820820829,0.85038688,0.867436067
TCGA.91.8499.01A.11R.2403.07,Wild,0.762746566,0.933796532,0.986247524,1.090228852,0.907777104,0.856727373,0.953301192,0.738462666,1.000578405,0.766033126,0.719269469,1.032878418,0.946742345,0.954692785,0.963073569,0.943460744,0.840071012,0.826225879,0.921986917
TCGA.86.6851.01A.11R.1949.07,Wild,0.814491386,0.9436226,1.046532176,1.136101739,0.99839307,1.032940819,0.916966382,0.951498153,0.977795788,0.816968394,0.77811825,1.16000807,0.978482756,0.972064863,0.967038808,1.0188823,0.890377626,0.900294273,0.87361847
TCGA.05.4434.01A.01R.1206.07,Wild,0.865378057,0.980740457,1.024588528,1.146853626,1.032847859,0.972817801,0.956502738,0.886886017,1.018304786,0.914966313,0.859513472,1.145482516,1.021091675,0.968131314,0.985236478,1.108118295,0.93100524,0.899732721,0.887435713
TCGA.67.3773.01A.01R.0946.07,Wild,0.857057272,0.99283118,0.975191989,1.118987465,0.995107916,0.934890246,0.931447221,0.810717122,1.007268614,0.854711834,0.919364073,1.105844224,0.966893958,0.958856322,0.953552489,1.009604231,0.878091618,0.859791229,0.838672888
TCGA.97.A4M2.01A.12R.A24X.07,Wild,0.862775861,0.957948713,1.022162694,1.129704197,1.004418246,0.98760593,0.946349137,0.909007412,1.044210518,0.876556624,0.878519196,1.145937393,0.989021646,0.974399396,0.989494581,1.022670149,0.870203688,0.879803251,0.841319289
TCGA.50.5941.01A.11R.1755.07,Wild,0.878907472,0.997540915,1.007934716,1.150486098,1.063200829,0.977717865,0.971428018,0.945431291,1.010507457,0.86812032,0.9317113,1.138138054,1.023044398,1.01247636,0.993183521,1.081524831,0.911199735,0.911286376,0.92089608
TCGA.78.7539.01A.11R.2066.07,Wild,0.848750349,0.973173958,1.053633162,1.136595122,1.010027254,0.951396973,0.927286972,0.842948307,0.969643534,0.808114783,0.821549288,1.096658899,1.000611935,0.938366788,0.93385093,0.997230202,0.840220657,0.849503047,0.864697165
TCGA.67.3771.01A.01R.0946.07,Wild,0.833856743,0.946687642,1.068727414,1.12638385,0.936626375,0.898239004,0.926525095,0.852104989,1.011677222,0.790754993,0.773311489,1.100723047,0.976286622,0.954265339,0.993367598,1.045590223,0.841311579,0.835873183,0.813146187
TCGA.05.5429.01A.01R.1628.07,Wild,0.79876465,0.941005504,1.003568586,1.101346453,0.997357604,0.846470594,0.941055627,0.731795753,0.984023065,0.754055712,0.801831829,1.001875631,0.975267864,0.936850628,0.965181175,0.873480305,0.807864779,0.833140395,0.893810651
TCGA.93.A4JO.01A.21R.A24X.07,Wild,0.825206906,0.936591686,1.005335733,1.1310665,0.968192145,0.955191318,0.904004013,0.89100339,1.014787637,0.814605177,0.872427168,1.129194873,0.990758696,0.972631498,0.961790032,1.032044539,0.848975597,0.845751537,0.858070618
TCGA.44.A47A.01A.21R.A24H.07,Wild,0.836734795,0.979211776,1.031321972,1.138935195,1.007151895,0.915300789,0.917513101,0.777665408,1.01846531,0.838335935,0.776721575,1.08218012,0.982135698,0.940793066,0.958627012,0.994253484,0.850833189,0.84213766,0.852711126
TCGA.44.2662.01A.01R.0946.07,Wild,0.871603707,0.93085122,1.008386228,1.131123223,1.064227778,0.965973617,0.987495277,0.816037383,1.046157235,0.861706465,0.817364892,1.152112011,1.014072288,0.944983584,0.984702624,1.089874841,0.866218764,0.850772443,0.872324349
TCGA.86.A4JF.01A.11R.A24X.07,Wild,0.808830172,0.981706123,1.031957449,1.119233364,1.017213867,0.936730038,0.943443905,0.830332023,0.999754941,0.82887836,0.841382075,1.073510355,1.015372666,0.9382757,0.96043049,0.984074789,0.852556182,0.838937594,0.914595939
TCGA.05.4402.01A.01R.1206.07,Wild,0.850255022,0.966453795,1.024403763,1.124885845,1.048891296,0.8850996,0.962621114,0.849197072,1.029218679,0.816568319,0.811737516,1.079635015,0.989567268,0.968050088,0.976220156,1.007980116,0.844924511,0.862979379,0.895811769
TCGA.55.7914.01A.11R.2170.07,Wild,0.769075302,0.949472946,0.980611192,1.127037616,0.973418317,0.916985431,0.885626306,0.860916046,0.966984219,0.739929238,0.780039994,1.034140614,0.943802813,0.939191161,0.926232292,0.863679713,0.807631045,0.860750307,0.875848179
TCGA.49.4490.01A.21R.1858.07,Wild,0.806141359,0.962717785,0.983315151,1.133152381,0.963337964,0.875565732,0.858240681,0.719968225,0.991824352,0.765424053,0.759292638,1.048410092,0.994960907,0.953853769,0.953713714,0.902086932,0.832875433,0.843025484,0.821947183
TCGA.55.8090.01A.11R.2241.07,Wild,0.837929528,0.947927862,1.055715197,1.124485602,0.982879073,0.920915911,0.940163465,0.770342232,1.007247149,0.81402371,0.886530503,1.052465363,0.991214573,0.952288506,0.963328457,1.005865475,0.842366194,0.834333389,0.881751679
TCGA.MP.A4TC.01A.11R.A24X.07,Wild,0.841962536,0.952619445,1.041676688,1.13282246,1.044315326,0.929686825,0.952360096,0.799316965,0.994169874,0.802453624,0.793212162,1.093298323,0.988296555,0.995165806,0.96365609,1.068728526,0.858070075,0.878082469,0.900908896
TCGA.64.1681.01A.11R.2066.07,Wild,0.845408587,0.957567655,0.992771392,1.137741245,0.949012985,0.89480681,0.944305298,0.818925462,1.027977692,0.805230674,0.829207162,1.056688718,1.018983403,0.968317077,0.963369841,0.977765395,0.846599917,0.854796913,0.86152825
TCGA.99.AA5R.01A.11R.A39D.07,Wild,0.850456316,0.966067119,0.999953584,1.136504001,0.989869351,1.022042747,0.950491977,0.975467082,0.988972098,0.858548978,0.908882658,1.133263154,1.015895221,0.988322066,1.007506558,1.025296243,0.87733607,0.906867526,0.882486129
TCGA.91.6847.01A.11R.1949.07,Wild,0.643091665,0.943635289,0.928815438,1.117380236,0.866190281,0.782295065,0.871101287,0.48384825,0.950357016,0.590612397,0.602558172,0.85383787,0.928986829,0.89951583,0.893207928,0.744069167,0.690116659,0.718972421,0.871791816
TCGA.05.4249.01A.01R.1107.07,Wild,0.847969319,0.960029991,1.010531531,1.138923289,1.020946822,0.889640767,0.912329152,0.856842623,1.016565304,0.822110239,0.866453435,1.074420945,0.989318538,0.967079999,0.959329648,1.001330515,0.861041439,0.840377341,0.8395979
TCGA.91.A4BC.01A.11R.A24H.07,Wild,0.768631362,0.950982988,1.011928168,1.125551411,0.95817118,0.974807539,0.910388442,0.850977571,0.983769246,0.808479097,0.760731169,1.12849514,1.01754515,0.982419789,0.951697508,0.969355723,0.833888641,0.87714496,0.870973236
TCGA.55.7570.01A.11R.2039.07,Wild,0.73305476,0.911347888,0.984759807,1.083686664,0.914339605,0.77380813,0.884098993,0.698831488,0.918221994,0.643914277,0.670645994,0.945590194,0.950769668,0.896797777,0.932335912,0.84505226,0.708462244,0.748525511,0.87089537
TCGA.50.5049.01A.01R.1628.07,Wild,0.88449583,0.980831186,1.018433268,1.160812291,1.029447395,1.003231063,0.998065984,0.991902017,1.031427089,0.898400171,0.926809569,1.170813938,1.033975066,1.012495223,0.983656918,1.106550371,0.927311174,0.950032669,0.910122179
TCGA.86.8672.01A.21R.2403.07,Wild,0.83778695,0.954915778,1.044573,1.146226688,0.980769104,0.974346008,0.948580853,0.826320717,0.96394455,0.790338157,0.760999427,1.113377829,0.971107781,0.977606146,0.93484938,1.036457873,0.859372039,0.870477407,0.890972563
TCGA.50.5066.02A.11R.2090.07,Wild,0.763692051,0.943413535,1.027081991,1.109627646,1.020588546,0.878721485,0.911005633,0.80427791,1.021648878,0.746452561,0.746647138,1.042464525,0.960042522,0.946158996,0.964638901,0.955886582,0.842921011,0.812035303,0.883331342
TCGA.55.7727.01A.11R.2170.07,Wild,0.829057016,0.962681135,0.974920615,1.129428825,0.974992038,0.899680637,0.925029631,0.913188236,0.999552992,0.77019204,0.857560436,1.034917667,0.950291755,0.930570977,0.930638373,0.975503463,0.811469878,0.850141569,0.937586111
TCGA.86.8674.01A.21R.2403.07,Wild,0.781556215,0.911581981,1.038183222,1.063657815,0.897409257,0.793192007,0.862890927,0.640899584,0.949912153,0.690001301,0.659112486,0.91492994,0.937456245,0.90271853,0.899929577,0.775216772,0.750202183,0.799395292,0.819926981
TCGA.50.5942.01A.21R.1755.07,Wild,0.811882351,0.952678543,0.965509505,1.104357098,0.954817311,0.89753404,0.874838916,0.819784866,1.006225153,0.775093381,0.8419687,1.019606313,0.974675268,0.962046872,0.945845323,0.913693922,0.843759647,0.842305464,0.862247942
TCGA.69.A59K.01A.11R.A262.07,Wild,0.789461705,0.891955592,1.060464253,1.100070082,0.978474743,0.910466488,0.891336262,0.843567027,0.985240236,0.739116791,0.706337036,1.051022726,0.992542093,0.900506596,0.937369371,0.988484563,0.796829592,0.800099734,0.773892473
TCGA.44.2666.01A.01R.A278.07,Wild,0.689601078,0.879169385,0.916037273,1.067724331,0.932469937,0.809682419,0.854014788,0.683999365,0.979273913,0.699920804,0.81744402,0.935151651,0.871086531,0.849790229,0.884026578,0.882419778,0.713003581,0.76868026,0.850685649
TCGA.50.6592.01A.11R.1755.07,Wild,0.83981077,0.95459947,1.019355476,1.132746345,1.020661455,0.921548527,0.980673317,0.850898702,0.977630869,0.830516417,0.827117204,1.130450547,0.983272017,0.970022397,0.988947919,1.032757441,0.862964441,0.893268558,0.907768628
TCGA.62.8395.01A.11R.2326.07,Wild,0.815107488,0.935226295,1.027077136,1.107666325,0.954305864,0.899076443,0.917646848,0.768341505,1.000342353,0.782102949,0.818770668,1.016866492,0.977021459,0.935244281,0.951504871,0.944425061,0.830376813,0.839764977,0.818367078
TCGA.05.4410.01A.21R.1858.07,Wild,0.833570812,0.96187475,1.051777762,1.124603496,1.009293329,0.987520637,0.941869688,0.916588134,0.996477362,0.799450026,0.781932,1.124262319,0.993972206,0.970373485,0.959226846,0.967461171,0.897760666,0.876302842,0.874553891
TCGA.55.6975.01A.11R.1949.07,Wild,0.80188294,0.944575052,1.038145149,1.134930866,1.021786369,0.865135513,0.944727854,0.799504171,0.94188712,0.785288384,0.769030348,1.021298918,0.967113202,0.952814536,0.957674792,0.936401687,0.79252901,0.858654709,0.90517765
TCGA.73.4662.01A.01R.1206.07,Wild,0.848617065,0.95989354,1.057730318,1.130229654,1.011663945,0.930638661,0.945900623,0.903585793,0.996103572,0.825425829,0.876561783,1.097453687,1.005298916,0.938685825,0.964363633,1.024995209,0.852317712,0.862896358,0.862115563
TCGA.49.6767.01A.11R.1858.07,Wild,0.807832293,0.930362039,0.998455682,1.11439179,0.950968826,0.910846556,0.959204167,0.756403744,0.972901522,0.719651851,0.656469378,1.103113064,1.002130651,0.946999759,0.942196395,0.988140286,0.826837792,0.843828633,0.830945925
