Mixture,Type,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
TCGA.55.7227.01A.11R.2039.07,Wild,0.746210241,0.91396367,1.049147118,0.857671221,0.95205079,1.020256389,1.154446172,1.003558066,0.871177077,0.958830554,0.648082432,0.929580571,0.819484726,1.004326448,0.832057891,0.829271587,1.112775782,0.732535656,0.992116852,0.9965174,0.78528777,0.590151704,0.939162758,1.052603983,0.895915466,0.860817868,0.744286248,0.888545878
TCGA.MP.A4T6.01A.32R.A262.07,Wild,0.744037465,0.782130177,1.003317338,0.771638325,0.936832707,1.038679123,1.087630614,0.916363207,0.735610213,0.920031115,0.59816754,0.862285124,0.787624264,0.914360234,0.765140313,0.724353301,1.019562945,0.60787848,0.963158896,0.872491973,0.64253333,0.580691306,0.916883094,0.900163009,0.795823794,0.80117888,0.694392215,0.786044044
TCGA.99.8028.01A.11R.2241.07,Wild,0.921688021,0.972728478,1.123381253,0.861054626,0.987752233,1.053519209,1.150104962,1.019925251,0.85055515,1.031257414,0.709751319,0.956378799,0.966506134,1.003127004,0.891070031,0.884014768,1.185532671,0.722638522,1.018476083,1.009285966,0.854144215,0.589120364,0.995619947,1.09469003,0.910421353,0.92698503,0.772687671,0.934624895
TCGA.64.1677.01A.01R.0946.07,Wild,0.84822923,0.998322791,1.071222708,0.778115101,0.974883548,0.988697584,1.117158738,0.918534978,0.784154545,0.866532705,0.593584583,0.921571944,0.853539871,0.962379312,0.744839923,0.756512083,1.04703015,0.739309343,0.943255813,0.940717459,0.75571703,0.579833425,0.905020315,0.92411779,0.786487012,0.833090622,0.679906543,0.897618912
TCGA.05.4403.01A.01R.1206.07,Wild,0.776738849,0.851345038,1.01537236,0.88111168,0.962640784,1.060669458,1.144274519,1.049312867,0.835136763,0.958379073,0.659457942,0.981482096,0.831600597,1.023196936,0.875121357,0.854140868,1.104506573,0.714574389,1.017103589,0.98501518,0.794112105,0.731566122,1.010338349,1.036144555,0.889525257,0.87595613,0.809854458,0.893497394
TCGA.55.6980.01A.11R.1949.07,Wild,0.695667802,0.828859445,1.045640123,0.881304629,0.971014828,1.029046256,1.14466173,1.015337292,0.871464869,0.963507695,0.701992022,0.933101367,0.785829044,1.014656718,0.867547218,0.872342129,1.118795269,0.749953453,1.042315499,1.019359562,0.788391944,0.652481033,1.002770054,1.032343726,0.902506785,0.897597998,0.749638875,0.871222503
TCGA.55.8511.01A.11R.2403.07,Wild,0.909168735,0.965277024,1.04621765,0.84627221,0.949511099,1.049209257,1.136834016,1.036135427,0.788627736,0.96856225,0.634648756,0.929431379,0.929668194,0.973012811,0.796210171,0.818057583,1.098618859,0.797233135,1.001366815,0.961492799,0.800157079,0.668780121,0.979150467,0.999102361,0.852540052,0.88600557,0.77819067,0.88120964
TCGA.55.A494.01A.11R.A24X.07,Wild,0.330868811,0.708507917,0.842187562,0.704324914,0.873409195,1.00845194,1.050895351,0.860206637,0.669929839,0.758545095,0.509237953,0.828259659,0.408913135,0.940298158,0.577141412,0.579245067,0.790296639,0.648311755,0.94018764,0.851374171,0.610168469,0.500466503,0.906897003,0.764607438,0.734489037,0.739100451,0.716234359,0.806396023
TCGA.78.7147.01A.11R.2039.07,Wild,0.64633135,0.84583125,1.006730963,0.803948534,0.963009485,0.99007062,1.126994069,0.959629423,0.754025552,0.883610227,0.563643575,0.926651606,0.661354013,0.985764499,0.727794975,0.766214705,1.017576436,0.657304419,0.980011898,0.927520888,0.715337407,0.570282401,0.94509667,0.912211017,0.793533575,0.821629446,0.664585007,0.893945916
TCGA.97.A4M0.01A.11R.A24X.07,Wild,0.769849341,0.887821646,1.062272995,0.857779319,0.948033534,1.024988239,1.11181875,0.994183445,0.829864568,0.984841016,0.671101544,0.919987325,0.831675635,0.988304024,0.803599006,0.844834068,1.116650936,0.692402003,0.977031168,0.959603776,0.732950578,0.595021717,0.945115647,0.96698069,0.857173936,0.859382677,0.712363571,0.822731846
TCGA.55.7573.01A.11R.2039.07,Wild,0.918702651,0.833718319,1.009291081,0.866234982,0.960602775,0.977911741,1.131692173,0.985563332,0.822885479,0.933095224,0.702652856,0.921427131,0.908092203,1.020552835,0.780714504,0.817621476,1.067197182,0.723958592,0.982389533,0.991474986,0.733150812,0.585092303,0.972228475,0.988212711,0.861505786,0.852456792,0.74246811,0.846765312
TCGA.86.7714.01A.12R.2170.07,Wild,0.639994109,0.80177255,0.915796229,0.847968841,0.944630042,0.996378,1.115065093,0.983779475,0.836614029,0.904912644,0.603911882,0.896477469,0.721846559,1.009235502,0.772837844,0.845285548,1.038834547,0.741469266,0.976718515,0.974479945,0.726464893,0.681544661,0.952701572,0.970486564,0.839270857,0.828694091,0.741322904,0.859438716
TCGA.64.1679.01A.21R.2066.07,Wild,0.670970722,0.867032421,0.900867719,0.852127542,0.961649934,1.022432158,1.127075869,1.053806135,0.844532469,0.896746252,0.537145561,0.952133823,0.758229021,0.99730123,0.82161645,0.794811179,1.091563119,0.787684787,1.009585548,0.976203379,0.790145565,0.639436029,0.978490303,1.052845495,0.855573665,0.859888843,0.709560914,0.878405477
TCGA.64.1680.01A.02R.0946.07,Wild,0.639423466,0.849200442,0.95425291,0.83502309,0.942100049,0.955021471,1.100295229,0.933542013,0.776865284,0.89551376,0.645756811,0.899228216,0.683359228,1.025656786,0.772786869,0.839085187,0.981688122,0.660146236,0.959920301,0.926680117,0.711002287,0.595957613,0.934610951,0.854480321,0.802194943,0.804853278,0.741679501,0.859790593
TCGA.86.8669.01A.11R.2403.07,Wild,0.790369129,0.888961381,1.017593527,0.814556947,0.948408749,1.019737266,1.107262151,0.970190579,0.765589587,0.884187522,0.623088615,0.916293216,0.826192355,1.038170364,0.799885597,0.781498541,1.057576033,0.739006383,0.995779514,0.945682431,0.737881508,0.600475499,0.95392433,0.972109308,0.838545146,0.844847034,0.803462224,0.875883996
TCGA.78.7145.01A.11R.2039.07,Wild,0.639003479,0.908901098,0.927220736,0.848302952,0.959194597,1.090059153,1.136089371,1.030045566,0.829926347,0.869411401,0.639780822,0.94933069,0.716794926,1.02212009,0.814400637,0.866335017,1.043161457,0.733932836,0.995242147,0.952275894,0.731188335,0.617172596,0.971862936,0.986091536,0.849105844,0.837780328,0.737396062,0.889422553
TCGA.86.8075.01A.11R.2241.07,Wild,0.771537084,0.902218727,0.939449835,0.840246606,0.953211528,0.966901346,1.119062113,1.059850657,0.835408675,0.920155592,0.652713389,0.964848637,0.835347068,1.01635618,0.823292588,0.848244378,1.078796366,0.751012798,0.993440092,0.977536058,0.784569228,0.612785529,0.998868452,1.06685307,0.85466669,0.878689696,0.711791261,0.916435769
TCGA.99.8025.01A.11R.2241.07,Wild,0.74460877,0.814693609,0.942937063,0.800945563,0.931353252,1.036877029,1.109763407,0.94793838,0.755123163,0.889718087,0.632677729,0.885388065,0.770494103,1.005356704,0.746705579,0.70554894,1.002973251,0.67479748,0.966121382,0.942518198,0.705059086,0.59331927,0.927650325,0.88700441,0.803444053,0.804618166,0.751438565,0.834431415
TCGA.L9.A743.01A.43R.A39D.07,Wild,0.900432681,0.997235098,1.076321509,0.889763744,0.963754603,1.051073438,1.139095492,1.033150704,0.856068835,0.996682283,0.735495098,0.949202043,0.909649037,1.019006386,0.871055682,0.838935091,1.137536972,0.728717781,1.00932893,0.976659473,0.799007486,0.71172457,0.978260586,1.061799365,0.877809293,0.901605371,0.764594582,0.91655964
TCGA.55.8094.01A.11R.2241.07,Wild,0.505473232,0.794219902,0.878966678,0.684327667,0.920807647,1.015754446,1.046088237,0.843471746,0.739047264,0.727317917,0.511779413,0.86537486,0.489308013,0.893162368,0.56688706,0.620057871,0.826478565,0.71148604,0.99047408,0.797767644,0.68256443,0.551554561,0.94189878,0.80206956,0.695084509,0.683966892,0.73857911,0.838944589
TCGA.44.2666.01A.01R.0946.07,Wild,0.684620534,0.816847751,0.934287168,0.760945256,0.950106629,0.972974935,1.095744709,1.000428422,0.813667096,0.862184171,0.635509783,0.92267036,0.767670829,1.004673455,0.784699409,0.904167549,0.992873265,0.672177836,0.95072956,0.904855289,0.732219761,0.576633378,0.948658472,0.920239513,0.790547953,0.827557194,0.650093583,0.886600641
TCGA.86.A456.01A.11R.A24H.07,Wild,0.688274973,0.897326101,1.021434846,0.835853412,0.955911057,1.024058551,1.130048644,1.000815563,0.798557358,0.912789336,0.750502985,0.941653604,0.813588748,1.000311276,0.818170322,0.900572789,1.095212641,0.631066111,0.994787205,0.966003268,0.764047247,0.55437853,0.980590837,0.995877706,0.871266104,0.84901581,0.728399595,0.87642173
TCGA.MP.A4SW.01A.21R.A24X.07,Wild,0.857183001,0.891154925,1.000229053,0.818863423,0.957749071,1.023689461,1.114910981,0.992566931,0.82254433,0.932854033,0.655603101,0.929243997,0.870001766,1.000598507,0.817673476,0.832020194,1.090314355,0.672237922,0.98853001,0.935296062,0.733864023,0.617540033,0.940552074,1.000394509,0.829653933,0.853127532,0.780541082,0.840827311
TCGA.44.3919.01A.02R.1107.07,Wild,0.864914612,0.921116256,1.058198658,0.866550651,0.958621409,0.993232039,1.139320464,1.029265902,0.84341253,0.947295261,0.604060949,0.946314111,0.888118415,1.009699104,0.838129045,0.839196436,1.117302841,0.74089299,0.986003177,0.982081447,0.778630117,0.628559254,0.951341395,1.043386654,0.902827868,0.880279729,0.716211451,0.910529581
TCGA.44.5645.01A.01R.1628.07,Wild,0.889687331,0.859747997,1.021438002,0.853162594,0.921996323,0.981674358,1.145830737,0.97295336,0.838464889,0.951117887,0.663931027,0.941817886,0.910303546,0.991934823,0.787993726,0.837247895,1.102416361,0.739374986,1.000070498,0.986649902,0.769379535,0.684617255,0.955837747,1.030159033,0.8663609,0.877887366,0.761735502,0.874395175
TCGA.75.6207.01A.11R.1755.07,Wild,0.679993986,0.880449697,0.963824412,0.793164057,0.932230894,0.999997733,1.094990795,1.021471616,0.754914035,0.891286832,0.636930355,0.952252741,0.746323974,0.990235105,0.770783899,0.773302197,1.039281432,0.684724963,0.97873298,0.910907039,0.741170278,0.61857851,0.937255512,0.967591427,0.819507829,0.827620423,0.709007069,0.850253644
TCGA.69.7973.01A.11R.2187.07,Wild,0.75516048,0.920853192,0.947198907,0.778893433,0.932147461,1.038642337,1.083671486,0.971516877,0.794886409,0.834173524,0.604225938,0.910303097,0.751675097,1.003290278,0.800189755,0.843576497,1.009612323,0.797345831,0.977778047,0.928556675,0.783194049,0.610941832,0.962207192,0.898142685,0.802823761,0.840727825,0.737911231,0.93243585
TCGA.86.8671.01A.11R.2403.07,Wild,1.013455849,0.951846609,1.130704536,0.85588234,0.993422556,1.026832634,1.14435352,1.030106498,0.865924032,1.023607029,0.617752899,0.949085682,1.022190932,0.996021006,0.900712609,0.881546118,1.177836626,0.790948947,1.044330485,1.019385955,0.84187316,0.638630335,0.987173748,1.098704773,0.932389241,0.940144791,0.788901157,0.891415331
TCGA.67.3772.01A.01R.0946.07,Wild,0.87093986,0.872892025,1.028675285,0.860935601,0.962379202,0.998752262,1.138523228,1.023876693,0.841199669,0.890456997,0.622901485,0.978630761,0.837784433,1.025060097,0.846600417,0.872171226,1.083669225,0.721192831,1.011840487,0.956014902,0.76840247,0.633796578,0.970684333,1.021936107,0.85652889,0.867635348,0.746896465,0.886396416
TCGA.35.4122.01A.01R.1107.07,Wild,0.843748538,1.00762009,1.101775442,0.878371446,0.966534046,0.983592515,1.134397991,1.025462786,0.900005671,0.96061377,0.623340118,1.003380991,0.89470591,1.002719885,0.915328765,0.893218598,1.167402849,0.715813596,1.015447578,0.971161693,0.885919343,0.691791317,0.979606648,1.080685706,0.919999331,0.933264279,0.75482201,0.900200792
TCGA.35.4123.01A.01R.1107.07,Wild,0.803687878,1.007016893,1.120665553,0.874073701,0.986380915,1.035986283,1.142540679,1.023293117,0.861125821,0.977036845,0.626738931,0.973547649,0.888400202,0.977842506,0.824451917,0.912581098,1.155728277,0.74979573,0.990519405,0.980562263,0.878934926,0.606271116,0.951390003,1.080078464,0.896812599,0.920207351,0.731508401,0.901984219
TCGA.49.6761.01A.31R.1949.07,Wild,0.815615407,0.942144927,1.052753836,0.830029537,0.980122925,1.070000922,1.131737413,1.005440702,0.802022484,0.943523183,0.631014409,0.956613753,0.858608463,0.962742466,0.75702018,0.812572464,1.077796435,0.760876721,0.97903257,0.961247097,0.838370526,0.623695768,0.945070796,0.991547458,0.837875038,0.878209768,0.720732168,0.861656183
TCGA.55.6982.01A.11R.1949.07,Wild,0.820217525,0.917564219,0.967400511,0.845992127,0.97145718,1.064182557,1.140232963,1.054211529,0.830844504,0.917375313,0.573521263,0.946060439,0.837072521,0.99203231,0.814194822,0.757268022,1.094719044,0.764475595,0.996198391,0.972556178,0.765683216,0.627080044,0.963617373,1.055595458,0.861618742,0.865671704,0.752078749,0.880513676
TCGA.44.A4SU.01A.11R.A24X.07,Wild,0.868795201,0.81844226,0.992239613,0.786544931,0.928914779,1.01184669,1.112540596,0.943922674,0.737506356,0.911780628,0.584384454,0.879817886,0.855458806,0.965591786,0.685007354,0.77512641,1.026035574,0.718397948,0.941951668,0.928837647,0.688177046,0.476665679,0.938965892,0.937437078,0.810647039,0.830159785,0.655339564,0.820719924
TCGA.44.3398.11B.01R.1758.07,Wild,0.717498687,0.79897162,1.053480536,0.881236117,0.969348232,0.956968598,1.124294965,1.053546564,0.855112573,0.993761818,0.767777136,1.021584382,0.84651717,1.081414912,0.88759256,0.995075772,1.133061156,0.721445702,1.029973733,1.013079378,0.891139931,0.79006314,1.01958552,1.00235501,0.916903263,0.908222936,0.720055657,0.881426308
TCGA.86.8279.01A.11R.2287.07,Wild,0.554276049,0.780037025,0.877751129,0.781910282,0.933098409,1.051273153,1.111459759,0.969390806,0.792171439,0.839409419,0.550304292,0.937384571,0.644595138,0.983077019,0.702071191,0.734631954,1.003160502,0.676898978,0.94763232,0.949999845,0.713724552,0.532532122,0.937414703,0.943428092,0.795722618,0.755701044,0.675857354,0.842577354
TCGA.05.4396.01A.21R.1858.07,Wild,0.630808491,0.801028825,0.920692574,0.800764656,0.932191372,1.024947573,1.094016628,0.960308007,0.784557861,0.855952964,0.575489783,0.882996494,0.669898712,0.975432782,0.677323988,0.735212227,0.958545125,0.661996496,0.94304551,0.929724868,0.730538231,0.654476676,0.931726589,0.875918096,0.785701869,0.843038045,0.727186698,0.896065482
TCGA.86.8358.01A.11R.2326.07,Wild,0.660743501,0.932271242,0.966689593,0.755158513,0.888431874,0.997107961,1.067775569,0.964140732,0.858784246,0.858546201,0.590519739,0.935996696,0.723760478,0.950280386,0.697554087,0.644983477,0.970575714,0.724133371,0.936511371,0.972163039,0.743556623,0.410952559,0.903056581,0.964478202,0.791281452,0.779308955,0.716801823,0.870917707
TCGA.55.7815.01A.11R.2170.07,Wild,0.807173847,0.998447986,1.010509712,0.876260124,0.972655359,1.003034824,1.139875056,1.003733438,0.886192135,0.913117846,0.632380026,0.96658036,0.867092862,1.019972082,0.832902987,0.802510898,1.082299747,0.831927549,0.964030299,0.982175225,0.801373756,0.699187404,0.950986834,1.037431361,0.831470359,0.871835602,0.788377146,0.961791336
TCGA.78.7162.01A.21R.2066.07,Wild,0.849505865,0.894418204,1.067273748,0.821134881,0.959524663,0.980796451,1.12792581,0.993146331,0.861014969,0.919180226,0.712762643,0.977997233,0.864558926,1.026732658,0.830836601,0.931715661,1.059009548,0.75236618,0.989724239,0.963919196,0.836560068,0.584200911,0.947888931,0.983838544,0.872075688,0.88096039,0.728089827,0.909169094
TCGA.MN.A4N1.01A.11R.A24X.07,Wild,0.597096088,0.803284702,0.861010301,0.770624964,0.925017085,0.998822146,1.083721903,0.940670924,0.765108283,0.858438538,0.546621179,0.907496313,0.605479048,0.934166652,0.683691395,0.75012493,0.955667813,0.689243559,0.957020083,0.899580671,0.704967128,0.535748662,0.90199129,0.887791638,0.768064065,0.794174963,0.681675202,0.827525467
TCGA.44.2668.01A.01R.A278.07,Wild,0.68422902,1.035153514,1.013060563,0.837435137,0.947645016,0.985073424,1.133439143,1.00245516,0.844694461,0.959893701,0.524258313,0.950221473,0.808916564,0.977279167,0.831123787,0.784091208,1.112226544,0.713180949,0.938313038,0.978635985,0.79601652,0.786297005,0.98696758,1.06058547,0.852537021,0.877987322,0.779481743,0.891079824
TCGA.44.6777.01A.11R.1858.07,Wild,0.882493327,0.923216253,1.021831857,0.89897096,0.967657575,1.044962428,1.136330942,1.10265154,0.881985596,0.976901071,0.669680154,1.013292668,0.940687403,1.046291956,0.940447418,0.937085406,1.182956199,0.823781833,1.048329526,1.011687315,0.847568697,0.718809109,1.010926906,1.137987126,0.938070893,0.932630465,0.758577068,0.893983346
TCGA.55.8301.01A.11R.2287.07,Wild,0.914689881,0.988239116,1.114813757,0.863284833,0.971540993,1.009660272,1.151073985,1.032098728,0.840730929,0.985250565,0.611674909,0.958619376,0.96962462,0.999532377,0.824076329,0.839735689,1.155394952,0.788160729,1.008704598,0.970828165,0.827910456,0.547627007,0.954287309,1.051649946,0.877287323,0.891871068,0.693905452,0.881847128
TCGA.49.4506.01A.01R.1206.07,Wild,0.82090937,0.995924193,1.096742767,0.862095872,0.941332157,1.020897811,1.116591511,0.96170504,0.861788972,0.936331483,0.603609507,0.940362419,0.847064729,0.947037311,0.807248493,0.706691543,1.073362189,0.775087422,0.988557784,0.924007135,0.759393636,0.716917852,0.923183125,0.965462985,0.845153352,0.867547546,0.708466444,0.901460444
TCGA.62.A46O.01A.11R.A24H.07,Wild,0.609291513,0.835970636,0.816738399,0.703203192,0.908380253,0.96041579,1.029215055,0.822849568,0.723247568,0.722871986,0.550684163,0.870804132,0.577926116,0.968462816,0.558723055,0.636892204,0.854821211,0.694319728,0.855286491,0.823170764,0.643693192,0.484039083,0.901791365,0.716772306,0.66215352,0.723338689,0.667761046,0.881699795
TCGA.97.8552.01A.11R.2403.07,Wild,0.835248321,0.789121208,0.996978459,0.86984827,0.930817565,1.001502356,1.117595379,0.972617253,0.787414946,0.920634738,0.7085842,0.950940503,0.841134171,1.019606669,0.856688397,0.851812521,1.104760748,0.650474382,1.01079991,0.970834777,0.742002613,0.707263991,0.995232095,0.969287003,0.876518745,0.839812028,0.729489957,0.799731726
TCGA.75.6203.01A.11R.1755.07,Wild,0.764168651,0.848598869,1.060226981,0.893762321,0.9674296,0.963249487,1.138640191,1.036507813,0.849532647,0.972187977,0.706952436,1.000332638,0.863704248,1.028188906,0.900225925,0.953870589,1.150569752,0.752242677,1.044106229,1.016822721,0.879749402,0.685345062,1.010876797,1.035205337,0.902505621,0.899975561,0.760038147,0.89872369
TCGA.MP.A5C7.01A.11R.A262.07,Wild,0.549377164,0.765226292,0.895459019,0.701019003,0.883243101,1.008765979,1.063678683,0.884488855,0.64587222,0.776802379,0.547961481,0.837921639,0.553442199,0.899400571,0.568375843,0.690311048,0.888883067,0.62213232,0.910098721,0.854234282,0.696788135,0.443370368,0.902927457,0.799928538,0.723007672,0.716718112,0.681562911,0.796197546
TCGA.86.8074.01A.11R.2241.07,Wild,0.697443211,0.865515285,0.953025559,0.835163998,0.9568262,1.000724257,1.14163002,1.01982454,0.812559062,0.927290582,0.560857832,0.936760165,0.766159594,1.001068801,0.81374124,0.777243539,1.079976089,0.729496143,0.978926396,0.962847451,0.75523733,0.601254871,0.947488442,1.034415705,0.845172731,0.859844577,0.667969132,0.872925504
TCGA.97.7937.01A.11R.2170.07,Wild,0.561843615,0.780002434,0.877297859,0.779023577,0.941439176,1.042334708,1.128987974,0.970856771,0.799125958,0.815235863,0.557975802,0.883778861,0.707627707,0.990807975,0.697388016,0.728928614,0.984832717,0.683166574,0.943640198,0.898074245,0.660251435,0.486802881,0.902553004,0.913241949,0.792265708,0.749289188,0.673083518,0.821121207
TCGA.97.8175.01A.11R.2287.07,Wild,0.727793765,0.893048997,0.975153159,0.865793253,0.951870091,1.016311759,1.137527191,1.010293514,0.812070024,0.934156641,0.577509724,0.963300375,0.783741598,0.993116669,0.834639779,0.820881037,1.09065494,0.727484978,1.000838224,0.958908434,0.759417105,0.707225552,0.947770428,1.026270167,0.843609838,0.819443317,0.732422443,0.877720859
TCGA.97.A4M7.01A.11R.A24X.07,Wild,0.845624268,0.885601756,1.025716277,0.849941302,0.978172141,1.021660587,1.132743433,1.020591003,0.859991933,0.958249874,0.71026832,0.916793048,0.853324899,1.040372529,0.834147715,0.882482567,1.104565522,0.68401407,0.993981946,0.98064552,0.739147062,0.681100383,0.961451728,1.031889727,0.872697996,0.859941605,0.738316558,0.886391633
TCGA.05.4420.01A.01R.1206.07,Wild,0.621276565,0.862194335,0.930330528,0.831213784,0.901982153,1.061690266,1.073427399,0.94461659,0.767306816,0.838616003,0.558243972,0.923786531,0.652893813,1.021873677,0.726517158,0.727421975,1.010475317,0.704123701,0.989134795,0.888505544,0.720853978,0.771383363,0.991771187,0.901710159,0.750964332,0.786824844,0.693661204,0.857876474
TCGA.91.8497.01A.11R.2403.07,Wild,0.968961491,0.835078819,1.030758419,0.859968323,0.970481128,1.06835588,1.121829931,1.002628983,0.864551843,0.965736283,0.700227841,0.951234838,0.951107824,1.040803365,0.868906058,0.878424649,1.11753299,0.757123271,0.998206519,0.986607257,0.788470865,0.614045498,0.977662967,1.041920752,0.88729496,0.886190383,0.757813841,0.860427395
TCGA.38.4632.01A.01R.1755.07,Wild,0.770842737,0.994096889,1.055814592,0.898575217,0.985270638,1.044557337,1.119632067,1.031779894,0.823313704,0.947275376,0.637913168,0.963876351,0.853167321,1.02117451,0.880653126,0.86307396,1.11833423,0.79408508,1.000902583,0.95011298,0.818273705,0.687972726,0.985289607,1.044402174,0.899154818,0.899121877,0.79027407,0.908661001
TCGA.75.6211.01A.11R.1755.07,Wild,0.763736504,0.904221649,0.987960687,0.789904815,0.904983067,1.047842201,1.074183992,0.962608057,0.769928378,0.832376082,0.577573526,0.882309159,0.749650608,0.980243565,0.72570212,0.715331843,0.997979947,0.690531738,0.99303293,0.948740802,0.77664178,0.604961655,0.949624028,0.924229402,0.80952847,0.802838499,0.736326143,0.873863764
TCGA.78.7163.01A.12R.2066.07,Wild,0.679035553,0.738385783,1.006791662,0.748485178,0.920637951,1.007225683,1.093520557,0.869015425,0.730741838,0.876096274,0.501748806,0.826465767,0.674835364,0.986885911,0.598823802,0.62196215,0.942323242,0.597200783,0.93606103,0.851614558,0.697063176,0.483579111,0.904217912,0.783976902,0.721398143,0.779858236,0.710118514,0.804451712
TCGA.86.7701.01A.11R.2170.07,Wild,0.931174439,1.00707464,1.086453356,0.820377943,0.948637422,1.040268738,1.122537091,0.965047644,0.862435933,0.915468665,0.60000532,0.913718323,0.932802317,0.980838238,0.77353482,0.780058498,1.085341989,0.840631625,0.982466573,0.997629498,0.758878464,0.695825585,0.932784994,0.970873688,0.840663569,0.885884012,0.837633158,0.916011773
TCGA.67.3770.01A.01R.0946.07,Wild,0.637995573,0.861008765,1.042430765,0.854824381,0.950513514,0.983403916,1.122079119,1.010114166,0.781097527,0.904836886,0.625814875,0.969399685,0.717234175,0.992501609,0.812778354,0.846009906,1.079766518,0.644251946,0.986935529,0.940055946,0.763672524,0.576437173,0.974659204,0.950740506,0.868906414,0.83843123,0.717781396,0.86625304
TCGA.38.4629.01A.02R.1206.07,Wild,0.790187602,0.966564891,1.072373326,0.892857027,0.97883894,1.013778964,1.159338898,1.055353218,0.861702529,0.97889073,0.613891778,0.998788101,0.8681512,1.001806407,0.886936986,0.859137789,1.145982097,0.755464929,1.004616888,0.998292558,0.869967217,0.638614145,0.994581507,1.097798464,0.925026943,0.908847925,0.733576491,0.891801092
TCGA.55.6972.01A.11R.1949.07,Wild,0.489992921,0.698971911,0.898242059,0.672463359,0.85044036,0.92690464,1.031856148,0.818895492,0.692870951,0.776373712,0.602257403,0.847041311,0.483202019,0.88422004,0.556221786,0.590660728,0.793263151,0.596053604,0.896893246,0.790124867,0.630748013,0.485508172,0.847318861,0.668762841,0.674086138,0.698085069,0.633766478,0.7171192
TCGA.MP.A4TA.01A.21R.A24X.07,Wild,0.720302871,0.926021889,1.015104162,0.801528213,0.934045305,0.989958102,1.115023455,0.956994287,0.772363904,0.90233886,0.523365281,0.935697403,0.741871883,0.955963096,0.78203663,0.689606655,1.064208343,0.631203439,0.990336326,0.915521598,0.762769912,0.587397193,0.960368278,0.947892171,0.744982281,0.852826282,0.666856382,0.862008746
TCGA.50.5931.01A.11R.1755.07,Wild,0.593434761,0.828581237,0.864042922,0.713229183,0.955582358,0.931453042,1.065652031,0.914584514,0.776444825,0.781372702,0.559867867,0.842400325,0.530790726,0.933021602,0.627398013,0.629576839,0.85688993,0.685623566,0.889322215,0.883222345,0.689849748,0.419157109,0.957494621,0.791823071,0.736878253,0.77251312,0.687049134,0.835171663
TCGA.55.7994.01A.11R.2187.07,Wild,0.818217769,0.980993357,1.079285099,0.828470426,0.923588585,1.006715938,1.121028594,0.959821382,0.846581767,0.987588629,0.59693529,0.938311728,0.892790312,0.982551855,0.804517091,0.75923616,1.116642617,0.700805199,0.993675901,0.95883173,0.792570262,0.587121714,0.942620383,1.03295226,0.89308185,0.852942231,0.741777359,0.858063003
TCGA.55.7724.01A.11R.2170.07,Wild,0.854716057,0.984777525,1.010713916,0.888576097,0.996716124,0.924600085,1.141353322,1.056665503,0.877783944,0.919960668,0.691950608,0.972298097,0.914269997,1.046984008,0.884084406,0.934199749,1.088076701,0.787308126,0.933663508,0.989614708,0.832778103,0.735862145,1.003273454,1.016751605,0.847177882,0.862994108,0.739462254,0.924311595
TCGA.55.7725.01A.11R.2170.07,Wild,0.839281361,0.913422246,1.046330731,0.857605068,0.966651813,0.9364241,1.134065963,0.950613489,0.871808528,0.912486994,0.701635535,0.92562069,0.886050246,0.986245315,0.803392659,0.851267438,1.072332555,0.716221918,0.93220715,0.946754246,0.787175841,0.567247827,0.937559653,0.957667316,0.82716648,0.852192633,0.726709339,0.880868684
TCGA.MP.A4SY.01A.21R.A24X.07,Wild,0.574891071,0.812155395,0.908390502,0.779448531,0.948248213,1.036995726,1.117549627,1.031421267,0.845130329,0.863660417,0.552037061,0.936402118,0.707745396,0.995676542,0.795800749,0.743461856,1.049732062,0.707613602,0.968768249,0.95824453,0.751312692,0.615497813,0.9184007,1.034171217,0.825932405,0.832816378,0.662192225,0.810148885
TCGA.78.7154.01A.11R.2039.07,Wild,0.662407386,0.942026602,0.984627695,0.780352251,0.93011565,1.019838978,1.110855159,1.031584601,0.831532579,0.856893577,0.599834653,0.898659672,0.720546758,1.024045406,0.744477055,0.775014475,0.965780209,0.746300218,0.974299856,0.904703034,0.772344758,0.533287182,0.943360263,0.905969842,0.777862061,0.827442665,0.717100255,0.892116673
TCGA.50.5068.01A.01R.1628.07,Wild,0.927112282,0.978784747,1.117465191,0.891914773,0.96683847,1.004062718,1.135441762,0.957432162,0.837824579,0.924074069,0.710397702,0.952333179,0.935426797,1.012917412,0.830843482,0.91557194,1.112066269,0.798120656,1.033479967,0.984284436,0.797362367,0.659126642,0.942181284,1.027366057,0.897741319,0.904494083,0.775902514,0.931570848
